id	type_liste	valeur
66	ListeMunsell	5YR 3/1
68	ListeMunsell	5YR 3/2
67	ListeMunsell	5YR 3/3
65	ListeMunsell	5YR 3/4
2142	ListeMunsell	5YR 4/1
2143	ListeMunsell	5YR 4/2
2144	ListeMunsell	5YR 4/3
2145	ListeMunsell	5YR 4/4
2146	ListeMunsell	5YR 4/6
137	ListeMunsell	5YR 5/1
136	ListeMunsell	5YR 5/2
135	ListeMunsell	5YR 5/3
134	ListeMunsell	5YR 5/4
133	ListeMunsell	5YR 5/6
138	ListeMunsell	5YR 5/8
2147	ListeMunsell	5YR 6/1
2148	ListeMunsell	5YR 6/2
2149	ListeMunsell	5YR 6/3
2150	ListeMunsell	5YR 6/4
2151	ListeMunsell	5YR 6/6
2152	ListeMunsell	5YR 6/8
84	ListeMunsell	5YR 7/1
86	ListeMunsell	5YR 7/2
85	ListeMunsell	5YR 7/3
87	ListeMunsell	5YR 7/4
88	ListeMunsell	5YR 7/6
83	ListeMunsell	5YR 7/8
2153	ListeMunsell	5YR 8/1
2154	ListeMunsell	5YR 8/2
2155	ListeMunsell	5YR 8/3
2156	ListeMunsell	5YR 8/4
130	ListeMunsell	7,5YR 3/1
131	ListeMunsell	7,5YR 3/2
132	ListeMunsell	7,5YR 3/3
129	ListeMunsell	7,5YR 3/4
82	ListeMunsell	7,5YR 5/1
80	ListeMunsell	7,5YR 5/2
81	ListeMunsell	7,5YR 5/3
79	ListeMunsell	7,5YR 5/4
78	ListeMunsell	7,5YR 5/6
77	ListeMunsell	7,5YR 5/8
112	ListeMunsell	7,5YR 7/1
113	ListeMunsell	7,5YR 7/2
122	ListeMunsell	7,5YR 7/3
115	ListeMunsell	7,5YR 7/4
116	ListeMunsell	7,5YR 7/6
117	ListeMunsell	7,5YR 7/8
2157	ListeMunsell	7.5YR 2.5/1
2158	ListeMunsell	7.5YR 2.5/2
2159	ListeMunsell	7.5YR 2.5/3
2160	ListeMunsell	7.5YR 3/1
2161	ListeMunsell	7.5YR 3/2
2162	ListeMunsell	7.5YR 3/3
2163	ListeMunsell	7.5YR 3/4
2164	ListeMunsell	7.5YR 4/1
2165	ListeMunsell	7.5YR 4/2
2166	ListeMunsell	7.5YR 4/3
2167	ListeMunsell	7.5YR 4/4
2168	ListeMunsell	7.5YR 4/6
2169	ListeMunsell	7.5YR 5/1
2170	ListeMunsell	7.5YR 5/2
2171	ListeMunsell	7.5YR 5/3
2172	ListeMunsell	7.5YR 5/4
2173	ListeMunsell	7.5YR 5/6
2174	ListeMunsell	7.5YR 5/8
2175	ListeMunsell	7.5YR 6/1
2176	ListeMunsell	7.5YR 6/2
2177	ListeMunsell	7.5YR 6/3
2178	ListeMunsell	7.5YR 6/4
2179	ListeMunsell	7.5YR 6/6
2180	ListeMunsell	7.5YR 6/8
2181	ListeMunsell	7.5YR 7/1
2182	ListeMunsell	7.5YR 7/2
2183	ListeMunsell	7.5YR 7/3
2184	ListeMunsell	7.5YR 7/4
2185	ListeMunsell	7.5YR 7/6
2186	ListeMunsell	7.5YR 7/8
2187	ListeMunsell	7.5YR 8/1
2188	ListeMunsell	7.5YR 8/2
2189	ListeMunsell	7.5YR 8/3
2190	ListeMunsell	7.5YR 8/4
2191	ListeMunsell	7.5YR 8/6
2192	ListeMunsell	N 2.5
2193	ListeMunsell	N 3
123	ListeMunsell	N 4/
2194	ListeMunsell	N 5
105	ListeMunsell	N 6/
2195	ListeMunsell	N 7
75	ListeMunsell	N 8/
813	ListeDocumentNatureSupport	DVD vidéo
811	ListeDocumentNatureSupport	calque végétal
815	ListeDocumentNatureSupport	cassette audio
826	ListeDocumentNatureSupport	cassette vidéo
818	ListeDocumentNatureSupport	contre-calque
817	ListeDocumentNatureSupport	diapositive
810	ListeDocumentNatureSupport	film polyane
824	ListeDocumentNatureSupport	numérique
820	ListeDocumentNatureSupport	négatif couleur
825	ListeDocumentNatureSupport	négatif n et b
823	ListeDocumentNatureSupport	papier
816	ListeDocumentNatureSupport	papier millimétré
819	ListeDocumentNatureSupport	plâtre
809	ListeDocumentNatureSupport	polyester
822	ListeDocumentNatureSupport	polyester millimétré
821	ListeDocumentNatureSupport	résine
814	ListeDocumentNatureSupport	tirage
812	ListeDocumentNatureSupport	élastomère
675	ListeTraitementNiveau2	C14
693	ListeTraitementNiveau2	MEB (grains)
677	ListeTraitementNiveau2	OSL
2931	ListeTraitementNiveau2	SRA-CCE
678	ListeTraitementNiveau2	U/Th
685	ListeTraitementNiveau2	anthracologie
1931	ListeTraitementNiveau2	archéomagnétisme
680	ListeTraitementNiveau2	argiles
679	ListeTraitementNiveau2	calcimétrie
686	ListeTraitementNiveau2	carpologie
2928	ListeTraitementNiveau2	chantier de collection
1494	ListeTraitementNiveau2	collage
673	ListeTraitementNiveau2	comblement
670	ListeTraitementNiveau2	consolidation
676	ListeTraitementNiveau2	dendrochronologie
1493	ListeTraitementNiveau2	dégagement de motte
687	ListeTraitementNiveau2	enthomologie
666	ListeTraitementNiveau2	flottation
1829	ListeTraitementNiveau2	fluorescence X
681	ListeTraitementNiveau2	granulométrie
663	ListeTraitementNiveau2	lavage
688	ListeTraitementNiveau2	macrorestes végétaux
689	ListeTraitementNiveau2	malacologie
664	ListeTraitementNiveau2	marquage
690	ListeTraitementNiveau2	microfaune
694	ListeTraitementNiveau2	micromorphologie
695	ListeTraitementNiveau2	microscopie optique (grains)
674	ListeTraitementNiveau2	mise en teinte
2215	ListeTraitementNiveau2	mouvement
2930	ListeTraitementNiveau2	musée-CCE
672	ListeTraitementNiveau2	nettoyage
2235	ListeTraitementNiveau2	non-localisé
2932	ListeTraitementNiveau2	opérateur-SRA-CCE
682	ListeTraitementNiveau2	pH
691	ListeTraitementNiveau2	palynologie
683	ListeTraitementNiveau2	phosphore
2933	ListeTraitementNiveau2	privé-CCE
1492	ListeTraitementNiveau2	prélèvement
668	ListeTraitementNiveau2	radiographie
667	ListeTraitementNiveau2	remontage
671	ListeTraitementNiveau2	restauration
684	ListeTraitementNiveau2	salinité (conductimétrie)
669	ListeTraitementNiveau2	stabilisation
665	ListeTraitementNiveau2	tamisage
1932	ListeTraitementNiveau2	traitement de motte
2234	ListeTraitementNiveau2	vu
692	ListeTraitementNiveau2	xylologie
1830	ListeTraitementNiveau2	études autres
1671	ListeArcheozoologieTrace	brûlé blanc
1669	ListeArcheozoologieTrace	brûlé gris
1667	ListeArcheozoologieTrace	brûlé noir
1662	ListeArcheozoologieTrace	carnivore
1664	ListeArcheozoologieTrace	couteau
1665	ListeArcheozoologieTrace	hache, couperet
1663	ListeArcheozoologieTrace	pathologie
1668	ListeArcheozoologieTrace	percussion
2936	ListeArcheozoologieTrace	perforation
1670	ListeArcheozoologieTrace	scie
1666	ListeArcheozoologieTrace	silex
1825	ListeArcheozoologieTrace	stries indéterminés
801	ListeDocumentDetermination	Anthropologie
798	ListeDocumentDetermination	Cartographie
803	ListeDocumentDetermination	Conservation-restauration
799	ListeDocumentDetermination	Céramologie
800	ListeDocumentDetermination	Datation
802	ListeDocumentDetermination	Etude documentaire
788	ListeDocumentDetermination	Fiches UE
792	ListeDocumentDetermination	Fiches autres
790	ListeDocumentDetermination	Fiches sépultures
795	ListeDocumentDetermination	Mobilier
797	ListeDocumentDetermination	Plan général
787	ListeDocumentDetermination	Répertoire UE
791	ListeDocumentDetermination	Répertoire autre
789	ListeDocumentDetermination	Répertoire sépulture
796	ListeDocumentDetermination	Répertoire topographique
794	ListeDocumentDetermination	Terrain
793	ListeDocumentDetermination	Vue aérienne
3078	ListeDocumentDetermination	acceptation du projet
1882	ListeDocumentDetermination	accusé réception du projet scientifique et technique d'intervention
1883	ListeDocumentDetermination	accusé réception rfo
3074	ListeDocumentDetermination	anthracologie
1884	ListeDocumentDetermination	arrêté de désignation
1885	ListeDocumentDetermination	arrêté de prescription
1886	ListeDocumentDetermination	arrêté du maire
2817	ListeDocumentDetermination	autorisation de fouille
1887	ListeDocumentDetermination	avis cira
2934	ListeDocumentDetermination	bordereau de remise du mobilier et de la documentation
3077	ListeDocumentDetermination	carpologie
2798	ListeDocumentDetermination	coupe
2800	ListeDocumentDetermination	coupe et plan
1888	ListeDocumentDetermination	dossier demande programmée
3075	ListeDocumentDetermination	géoarchéologie
2947	ListeDocumentDetermination	lithique
2796	ListeDocumentDetermination	log
3076	ListeDocumentDetermination	macrolithique
3072	ListeDocumentDetermination	micromorphologie
1889	ListeDocumentDetermination	notification d'attribution
1890	ListeDocumentDetermination	notification de non prescription
1891	ListeDocumentDetermination	notification de prescription
1892	ListeDocumentDetermination	notification de prescription modificative
3073	ListeDocumentDetermination	phosphore
2799	ListeDocumentDetermination	plan
1893	ListeDocumentDetermination	projet scientifique et technique d'intervention
2801	ListeDocumentDetermination	schéma
2797	ListeDocumentDetermination	schéma stratigraphique
1501	ListeArcheozoologieRegionAnatomique	bloc crânien
1503	ListeArcheozoologieRegionAnatomique	ceinture pelvienne
1504	ListeArcheozoologieRegionAnatomique	ceinture scapulaire
1506	ListeArcheozoologieRegionAnatomique	dentition
1499	ListeArcheozoologieRegionAnatomique	membre indéterminé
1500	ListeArcheozoologieRegionAnatomique	membre inférieur
1502	ListeArcheozoologieRegionAnatomique	membre supérieur
1498	ListeArcheozoologieRegionAnatomique	rachis
1505	ListeArcheozoologieRegionAnatomique	thorax
620	ListeTypeMesureAnthropologique	angle goniaque (79)
594	ListeTypeMesureAnthropologique	arc frontal (26)
576	ListeTypeMesureAnthropologique	arc occipital (28)
635	ListeTypeMesureAnthropologique	arc pariétal (27)
601	ListeTypeMesureAnthropologique	arc sagittal (25)"
583	ListeTypeMesureAnthropologique	cordes frontales (29)
631	ListeTypeMesureAnthropologique	cordes occipitale (31)
608	ListeTypeMesureAnthropologique	cordes pariétales (30)
590	ListeTypeMesureAnthropologique	diamètre maximum
584	ListeTypeMesureAnthropologique	diamètre minimum
640	ListeTypeMesureAnthropologique	diamètre sagittal diaphysaire / trou nourricier / détroit supérieur bassin (23)
582	ListeTypeMesureAnthropologique	diamètre sagittal sous-sigmoïdien (14) / sous trochanter (10)
650	ListeTypeMesureAnthropologique	diamètre transversal diaphysaire / trou nourricier / détroit supérieur bassin (24)
614	ListeTypeMesureAnthropologique	diamètre transversal sous-sigmoïdien (13) / sous trochanter (9)
653	ListeTypeMesureAnthropologique	diamètre tête / verticale cavité cotyloïde (coxal - 41)
578	ListeTypeMesureAnthropologique	hauteur BA-BR (17)
623	ListeTypeMesureAnthropologique	hauteur M1/M2
602	ListeTypeMesureAnthropologique	hauteur PO-BR (20)
630	ListeTypeMesureAnthropologique	hauteur Pm2/M1
612	ListeTypeMesureAnthropologique	hauteur antérieure corps (lombaires) / réelle sacrum (1)
628	ListeTypeMesureAnthropologique	hauteur antérieure en projection (sacrum - "2)
647	ListeTypeMesureAnthropologique	hauteur branche montante (70a)
591	ListeTypeMesureAnthropologique	hauteur cavité glénoïde (12)
624	ListeTypeMesureAnthropologique	hauteur maximum / apophyse odontoïde (Axis) / supérieure (splanchnocrâne - 48)
651	ListeTypeMesureAnthropologique	hauteur nez (55)
627	ListeTypeMesureAnthropologique	hauteur orbites (G/D - "52)
622	ListeTypeMesureAnthropologique	hauteur postérieur corps (lombaires)
598	ListeTypeMesureAnthropologique	hauteur spino-alvéolaire (NS-PR)
634	ListeTypeMesureAnthropologique	hauteur symphyse (69)
575	ListeTypeMesureAnthropologique	indice
579	ListeTypeMesureAnthropologique	largeur Bi-CO (65)
632	ListeTypeMesureAnthropologique	largeur Bi-GO (66)
642	ListeTypeMesureAnthropologique	largeur Bi-JU (45.1)
574	ListeTypeMesureAnthropologique	largeur Bi-MT (67)
613	ListeTypeMesureAnthropologique	largeur Bi-PO (11)
595	ListeTypeMesureAnthropologique	largeur Bi-ZG (45)
641	ListeTypeMesureAnthropologique	largeur Bi-ZM (46)
644	ListeTypeMesureAnthropologique	largeur Bi-orbitale (44)
580	ListeTypeMesureAnthropologique	largeur Bi-stylo-mastoïde
586	ListeTypeMesureAnthropologique	largeur branche montante (71)
593	ListeTypeMesureAnthropologique	largeur cavité glénoïde (13)
648	ListeTypeMesureAnthropologique	largeur condyle
611	ListeTypeMesureAnthropologique	largeur extrémité distale
646	ListeTypeMesureAnthropologique	largeur extrémité proximale
643	ListeTypeMesureAnthropologique	largeur foramen magnum (16)
637	ListeTypeMesureAnthropologique	largeur frontal maxi (10)
600	ListeTypeMesureAnthropologique	largeur frontal mini (9)
596	ListeTypeMesureAnthropologique	largeur inter-orbitale (50)
599	ListeTypeMesureAnthropologique	largeur largeur de l'ilion (12)
588	ListeTypeMesureAnthropologique	largeur largeur inf minimum de l'ilion (26)
616	ListeTypeMesureAnthropologique	largeur maxi / corps
615	ListeTypeMesureAnthropologique	largeur maxillo-alvéolaire (61)
652	ListeTypeMesureAnthropologique	largeur mini / corps
619	ListeTypeMesureAnthropologique	largeur nasaux maxi (57.1)
604	ListeTypeMesureAnthropologique	largeur nasaux mini (57)
626	ListeTypeMesureAnthropologique	largeur nez (54)
618	ListeTypeMesureAnthropologique	largeur orbites (G/D - 51)
592	ListeTypeMesureAnthropologique	largeur palais (63)
605	ListeTypeMesureAnthropologique	longueur GL-IN (2)
585	ListeTypeMesureAnthropologique	longueur NA-BA (5)
639	ListeTypeMesureAnthropologique	longueur condyle
609	ListeTypeMesureAnthropologique	longueur foramen magnum (7)
603	ListeTypeMesureAnthropologique	longueur maxi / totale / corps / épine scapulaire
610	ListeTypeMesureAnthropologique	longueur maxillo-alvéolaire (60)
589	ListeTypeMesureAnthropologique	longueur nasaux (56)
577	ListeTypeMesureAnthropologique	longueur palais (62)
625	ListeTypeMesureAnthropologique	longueur physiologique / en position
606	ListeTypeMesureAnthropologique	longueur poulie (talus-4) / apophyse épineuse (Axis)
649	ListeTypeMesureAnthropologique	longueur région mastoïdienne PO-AS
636	ListeTypeMesureAnthropologique	longueur totale splanchnocrane (40)
617	ListeTypeMesureAnthropologique	périmètres minimum/ médio-diaphysaire
587	ListeTypeMesureAnthropologique	saillie aracade sourcilière
581	ListeTypeMesureAnthropologique	stature (Trotter et Gleser)
633	ListeTypeMesureAnthropologique	épaisseur arc antérieur atlas
629	ListeTypeMesureAnthropologique	épaisseur arc postérieur atlas
638	ListeTypeMesureAnthropologique	épaisseur bosse frontale (G/D)
621	ListeTypeMesureAnthropologique	épaisseur bosse pariétale (G/D)
654	ListeTypeMesureAnthropologique	épaisseur épaisseur en projection M1/M2
597	ListeTypeMesureAnthropologique	épaisseur épaisseur en projection Pm2/M1
607	ListeTypeMesureAnthropologique	épaisseur épaisseur moyenne neurocrâne
573	ListeTypeMesureAnthropologique	épaisseur épaisseur réelle M1/M2
645	ListeTypeMesureAnthropologique	épaisseur épaisseur réelle Pm2/M1
655	ListeTraitementNiveau1	1er traitement
2233	ListeTraitementNiveau1	Récolement
656	ListeTraitementNiveau1	autres
657	ListeTraitementNiveau1	conservation-restauration
658	ListeTraitementNiveau1	datation
659	ListeTraitementNiveau1	microscopie
660	ListeTraitementNiveau1	pédologie
662	ListeTraitementNiveau1	sédimentologie
2929	ListeTraitementNiveau1	versement
661	ListeTraitementNiveau1	écologie
39	ListeTypeUE	annulée
40	ListeTypeUE	ensemble
1858	ListeTypeUE	iso
37	ListeTypeUE	niveau
38	ListeTypeUE	sondage
41	ListeTypeUE	structure
36	ListeTypeUE	tranchée
1093	ListeMatiereTypePrecision	alliage cuivreux
2209	ListeMatiereTypePrecision	ardoise
1094	ListeMatiereTypePrecision	argent
2948	ListeMatiereTypePrecision	arkose
1099	ListeMatiereTypePrecision	autre
1086	ListeMatiereTypePrecision	bois
1463	ListeMatiereTypePrecision	boudin de four
1109	ListeMatiereTypePrecision	brique
2674	ListeMatiereTypePrecision	bronze
1853	ListeMatiereTypePrecision	calcaire
2214	ListeMatiereTypePrecision	calcaire schisteux
1110	ListeMatiereTypePrecision	carreau de pavage
1462	ListeMatiereTypePrecision	carreaux de pavage
1100	ListeMatiereTypePrecision	charbon de bois
1101	ListeMatiereTypePrecision	coquille
1105	ListeMatiereTypePrecision	craie
2943	ListeMatiereTypePrecision	creuset
2848	ListeMatiereTypePrecision	dolérite
1087	ListeMatiereTypePrecision	enduit peint
1092	ListeMatiereTypePrecision	fer
1102	ListeMatiereTypePrecision	flore
1113	ListeMatiereTypePrecision	four
1114	ListeMatiereTypePrecision	fourneau
1106	ListeMatiereTypePrecision	galet
1084	ListeMatiereTypePrecision	grès
1461	ListeMatiereTypePrecision	houille
1096	ListeMatiereTypePrecision	indéterminé
2211	ListeMatiereTypePrecision	marbre
2946	ListeMatiereTypePrecision	marcassite
2212	ListeMatiereTypePrecision	mortier
1088	ListeMatiereTypePrecision	mosaïque
2942	ListeMatiereTypePrecision	moule
1465	ListeMatiereTypePrecision	métal
1097	ListeMatiereTypePrecision	or
2849	ListeMatiereTypePrecision	phtanite
2945	ListeMatiereTypePrecision	phtanite
1098	ListeMatiereTypePrecision	plomb
1089	ListeMatiereTypePrecision	plâtre
2927	ListeMatiereTypePrecision	poudingue
1115	ListeMatiereTypePrecision	pâte à verre
1107	ListeMatiereTypePrecision	roche
2850	ListeMatiereTypePrecision	roche verte
1108	ListeMatiereTypePrecision	schiste
1085	ListeMatiereTypePrecision	silex
2852	ListeMatiereTypePrecision	silex Bartonien
2859	ListeMatiereTypePrecision	silex Lutécien
2853	ListeMatiereTypePrecision	silex de Ghlin
2855	ListeMatiereTypePrecision	silex de Meusnes
2914	ListeMatiereTypePrecision	silex de Spiennes
2854	ListeMatiereTypePrecision	silex de l'Escaut
2856	ListeMatiereTypePrecision	silex du Grand-Pressigny
2857	ListeMatiereTypePrecision	silex indéterminable brûlé
2858	ListeMatiereTypePrecision	silex indéterminable patiné
2920	ListeMatiereTypePrecision	silex indéterminé
2860	ListeMatiereTypePrecision	silex secondaire
2851	ListeMatiereTypePrecision	silex à cortex verdi
2818	ListeMatiereTypePrecision	soufre
1080	ListeMatiereTypePrecision	sédiment
1081	ListeMatiereTypePrecision	sédiment organique
1090	ListeMatiereTypePrecision	terre crue
1111	ListeMatiereTypePrecision	tomette
1091	ListeMatiereTypePrecision	torchis
1082	ListeMatiereTypePrecision	tourbe
1112	ListeMatiereTypePrecision	tuile
1116	ListeMatiereTypePrecision	verre soufflé
1117	ListeMatiereTypePrecision	vitrage
1095	ListeMatiereTypePrecision	étain
862	ListeDocumentOrientation	indéterminée
857	ListeDocumentOrientation	vers l'Est
856	ListeDocumentOrientation	vers l'Ouest
861	ListeDocumentOrientation	vers le Nord
855	ListeDocumentOrientation	vers le Nord-Est
860	ListeDocumentOrientation	vers le Nord-Ouest
854	ListeDocumentOrientation	vers le Sud
858	ListeDocumentOrientation	vers le Sud-Est
859	ListeDocumentOrientation	vers le Sud-Ouest
1876	ListeTypologie	armature
376	ListeTypologie	armature danubienne
2868	ListeTypologie	armature de faucille
2875	ListeTypologie	armature foliacée
2876	ListeTypologie	armature perçante à base concave
2877	ListeTypologie	armature perçante à base rectiligne
2874	ListeTypologie	armature tranchante
1470	ListeTypologie	armature triangulaire
2873	ListeTypologie	armature à pédoncule et ailerons
2217	ListeTypologie	armature à retouche couvrante
392	ListeTypologie	bec
380	ListeTypologie	biface
365	ListeTypologie	biface ovalaire
372	ListeTypologie	biface triangulaire
2862	ListeTypologie	bord abattu
351	ListeTypologie	burin caréné
394	ListeTypologie	burin dièdre
1471	ListeTypologie	burin plan
397	ListeTypologie	burin polyédrique
369	ListeTypologie	burin sur cassure
384	ListeTypologie	burin sur troncature
355	ListeTypologie	ciseau
2864	ListeTypologie	coche
360	ListeTypologie	couteau à dos
2900	ListeTypologie	couteau à dos naturel
389	ListeTypologie	denticulé
363	ListeTypologie	encoche
393	ListeTypologie	feuille de gui
383	ListeTypologie	feuille de laurier
377	ListeTypologie	flèche de Belloy
387	ListeTypologie	flèche tranchante
390	ListeTypologie	grattoir
388	ListeTypologie	grattoir caréné
2902	ListeTypologie	grattoir circulaire
382	ListeTypologie	grattoir double
2903	ListeTypologie	grattoir unguiforme
2901	ListeTypologie	grattoir à museau
373	ListeTypologie	grattoir-racloir
356	ListeTypologie	hache polie
2870	ListeTypologie	hache polie réutilisée
399	ListeTypologie	hache taillée
1472	ListeTypologie	herminette
2919	ListeTypologie	indéterminé
2222	ListeTypologie	lame Montbani
1473	ListeTypologie	lame appointée
2867	ListeTypologie	lame esquillée
1475	ListeTypologie	lame retouchée
2905	ListeTypologie	lame sous-crête
2866	ListeTypologie	lame utilisée
1474	ListeTypologie	lame à bord abattu
1476	ListeTypologie	lame à retouche d'utilisation
2218	ListeTypologie	lamelle bordée
2225	ListeTypologie	lamelle cassée au dessus de la coche
2224	ListeTypologie	lamelle cassée dans la coche
2226	ListeTypologie	lamelle cassée sous la coche
1477	ListeTypologie	lamelle retouchée
357	ListeTypologie	lamelle scalène
1478	ListeTypologie	lamelle tronquée
398	ListeTypologie	lamelle à bord abattu
2223	ListeTypologie	lamelle à coche
1877	ListeTypologie	lamelle à encoches
2904	ListeTypologie	lames courtes
2216	ListeTypologie	micro-burin
1479	ListeTypologie	micro-denticulé
353	ListeTypologie	micro-perçoir
2865	ListeTypologie	outil composite
2872	ListeTypologie	outil sur nucléus
352	ListeTypologie	outillage
396	ListeTypologie	perçoir
354	ListeTypologie	pic
2861	ListeTypologie	pierre à fusil
378	ListeTypologie	pièce bifaciale
379	ListeTypologie	pièce esquillée
3068	ListeTypologie	pièce mâchurée
2221	ListeTypologie	pièce utilisée
2906	ListeTypologie	pièce à dos
361	ListeTypologie	poignard
2907	ListeTypologie	pointe
1489	ListeTypologie	pointe a ailerons et pedoncule
386	ListeTypologie	pointe de Sonchamp
368	ListeTypologie	pointe du Tardenois
400	ListeTypologie	pointe hambourgienne
1480	ListeTypologie	pointe moustérienne
391	ListeTypologie	pointe à ailerons
374	ListeTypologie	pointe à ailerons et pédoncules
2220	ListeTypologie	pointe à base non retouchée
2219	ListeTypologie	pointe à base retouchée
385	ListeTypologie	pointe à cran
1878	ListeTypologie	pointe à dos
395	ListeTypologie	pointe à dos anguleux
362	ListeTypologie	pointe à dos courbe
349	ListeTypologie	pointe à troncature oblique
381	ListeTypologie	produit laminaire retouché
2908	ListeTypologie	produit à crête
350	ListeTypologie	raclette
371	ListeTypologie	racloir
2863	ListeTypologie	racloir à encoches
375	ListeTypologie	rectangle
364	ListeTypologie	scie à encoches
370	ListeTypologie	tranchet
2227	ListeTypologie	trapèze
2228	ListeTypologie	trapèze court
2230	ListeTypologie	trapèze de Téviec
2229	ListeTypologie	trapèze rectangle
358	ListeTypologie	trapèze à base décalée
366	ListeTypologie	triangle scalène
367	ListeTypologie	troncature
2916	ListeTypologie	à lamelles
2917	ListeTypologie	à lames
2918	ListeTypologie	à éclats
2869	ListeTypologie	éclat de hache polie
2871	ListeTypologie	éclat de retaille de hache polie
359	ListeTypologie	éclat retouché
937	ListeAnthropologieCaracteresDiscrets	3ème trochanter
935	ListeAnthropologieCaracteresDiscrets	agénésie dentaire
949	ListeAnthropologieCaracteresDiscrets	anomalie radiculaire
942	ListeAnthropologieCaracteresDiscrets	dent incluse
932	ListeAnthropologieCaracteresDiscrets	dent surnuméraire
2749	ListeAnthropologieCaracteresDiscrets	encoche
951	ListeAnthropologieCaracteresDiscrets	facette condylienne double occipitale
2750	ListeAnthropologieCaracteresDiscrets	foramen double
944	ListeAnthropologieCaracteresDiscrets	foramen pariétal
2751	ListeAnthropologieCaracteresDiscrets	foramen surnuméraire
2764	ListeAnthropologieCaracteresDiscrets	foramen suturaire mastoïdien
2752	ListeAnthropologieCaracteresDiscrets	fosse de Allen
2753	ListeAnthropologieCaracteresDiscrets	fusion dentaire
2754	ListeAnthropologieCaracteresDiscrets	hypodontie
2755	ListeAnthropologieCaracteresDiscrets	incisive / canine en pelle
938	ListeAnthropologieCaracteresDiscrets	lésion péri-apicale
952	ListeAnthropologieCaracteresDiscrets	métopisme frontal
953	ListeAnthropologieCaracteresDiscrets	os Wormiens
943	ListeAnthropologieCaracteresDiscrets	os surnuméraire
2763	ListeAnthropologieCaracteresDiscrets	os suturaire occipito-mastoïdien 
2802	ListeAnthropologieCaracteresDiscrets	ossification du ligament odontoïde
936	ListeAnthropologieCaracteresDiscrets	ossifications des cartilages
2756	ListeAnthropologieCaracteresDiscrets	patella bipartite
2757	ListeAnthropologieCaracteresDiscrets	patella émarginata
2758	ListeAnthropologieCaracteresDiscrets	perforation olécrânienne
2759	ListeAnthropologieCaracteresDiscrets	perforation sternale
2760	ListeAnthropologieCaracteresDiscrets	perforation xyphoïdienne
945	ListeAnthropologieCaracteresDiscrets	perle d’émail
947	ListeAnthropologieCaracteresDiscrets	perte convexité antérieur de l’arcade alvéolaire
946	ListeAnthropologieCaracteresDiscrets	torus mandibulaire
933	ListeAnthropologieCaracteresDiscrets	torus palatin
939	ListeAnthropologieCaracteresDiscrets	tubercule de Bolk
941	ListeAnthropologieCaracteresDiscrets	tubercule de Carabelli
2761	ListeAnthropologieCaracteresDiscrets	épines dorsales bifides
2721	ListeAnthropologiePathologiesObservees	DISH
916	ListeAnthropologiePathologiesObservees	abcès
2805	ListeAnthropologiePathologiesObservees	abcès costal
2786	ListeAnthropologiePathologiesObservees	acrobrachicéphalie
923	ListeAnthropologiePathologiesObservees	agénésie
2693	ListeAnthropologiePathologiesObservees	amincissement cortical
2803	ListeAnthropologiePathologiesObservees	amincissement symétrique des pariétaux
910	ListeAnthropologiePathologiesObservees	amputation
2678	ListeAnthropologiePathologiesObservees	arthrite inflammatoire
2717	ListeAnthropologiePathologiesObservees	arthrose
2718	ListeAnthropologiePathologiesObservees	arthrose temporo-mandibulaire
2698	ListeAnthropologiePathologiesObservees	asymétrie crânienne
2719	ListeAnthropologiePathologiesObservees	bec de perroquet
904	ListeAnthropologiePathologiesObservees	blessures par armes
2708	ListeAnthropologiePathologiesObservees	bruxisme
2205	ListeAnthropologiePathologiesObservees	calcification biologque
2203	ListeAnthropologiePathologiesObservees	calcul bilaire
2740	ListeAnthropologiePathologiesObservees	calcul urinaire
915	ListeAnthropologiePathologiesObservees	caries
2741	ListeAnthropologiePathologiesObservees	cartilage costal
2742	ListeAnthropologiePathologiesObservees	cartilage trachéal
2709	ListeAnthropologiePathologiesObservees	chevauchement 
2733	ListeAnthropologiePathologiesObservees	chondrome
2720	ListeAnthropologiePathologiesObservees	colonne de bambou
2699	ListeAnthropologiePathologiesObservees	courbure antéro-postérieure importante
899	ListeAnthropologiePathologiesObservees	cribra cranii
2783	ListeAnthropologiePathologiesObservees	cribra femoris
2785	ListeAnthropologiePathologiesObservees	cribra fibulaire
2784	ListeAnthropologiePathologiesObservees	cribra humeris
898	ListeAnthropologiePathologiesObservees	cribra orbitalia
2794	ListeAnthropologiePathologiesObservees	dent enclavée
912	ListeAnthropologiePathologiesObservees	décapitation
2748	ListeAnthropologiePathologiesObservees	déchirure entaille
2747	ListeAnthropologiePathologiesObservees	déchirure ligamentaire
913	ListeAnthropologiePathologiesObservees	déchirure ligamentaire/ entaille
2766	ListeAnthropologiePathologiesObservees	ecchymose osseuse
2812	ListeAnthropologiePathologiesObservees	enchondrome
2767	ListeAnthropologiePathologiesObservees	enlèvement osseux
2769	ListeAnthropologiePathologiesObservees	enthèse
2789	ListeAnthropologiePathologiesObservees	enthèse inflammatoire
2770	ListeAnthropologiePathologiesObservees	enthésopathie
914	ListeAnthropologiePathologiesObservees	entorse
2680	ListeAnthropologiePathologiesObservees	exostose
2743	ListeAnthropologiePathologiesObservees	exostose du conduit auditif
2710	ListeAnthropologiePathologiesObservees	fluorose
2681	ListeAnthropologiePathologiesObservees	fovéa marquée
921	ListeAnthropologiePathologiesObservees	fracture
905	ListeAnthropologiePathologiesObservees	fracture consolidée
