id	type_liste	valeur
908	ListeAnthropologiePathologiesObservees	fracture de fatigue
907	ListeAnthropologiePathologiesObservees	fracture déplacée
906	ListeAnthropologiePathologiesObservees	fracture non consolidée
2790	ListeAnthropologiePathologiesObservees	fracture par écrasement pariétal
2809	ListeAnthropologiePathologiesObservees	fusion sacro-iliaque
920	ListeAnthropologiePathologiesObservees	fêlure
2728	ListeAnthropologiePathologiesObservees	goutte
2682	ListeAnthropologiePathologiesObservees	géode
2711	ListeAnthropologiePathologiesObservees	hypercémentose
2200	ListeAnthropologiePathologiesObservees	hyperlordose
2694	ListeAnthropologiePathologiesObservees	hyperostose poreuse
2776	ListeAnthropologiePathologiesObservees	hypervascularisation
900	ListeAnthropologiePathologiesObservees	hypoplasie de l’émail dentaire
924	ListeAnthropologiePathologiesObservees	hypoplasie émail dentaire
2788	ListeAnthropologiePathologiesObservees	infection de la jonction sterno-claviculaire
2772	ListeAnthropologiePathologiesObservees	insertion musculaire développée
2771	ListeAnthropologiePathologiesObservees	insertion musculaire en fosse
2202	ListeAnthropologiePathologiesObservees	kyste hydatique
2744	ListeAnthropologiePathologiesObservees	liquide de décomposition
911	ListeAnthropologiePathologiesObservees	luxation
3069	ListeAnthropologiePathologiesObservees	luxation de la hanche
2765	ListeAnthropologiePathologiesObservees	lyse racinaire
2777	ListeAnthropologiePathologiesObservees	lèpre
2712	ListeAnthropologiePathologiesObservees	lésion péri-apicale
2778	ListeAnthropologiePathologiesObservees	mal de Pott
2722	ListeAnthropologiePathologiesObservees	maladie de Dupuytren
2723	ListeAnthropologiePathologiesObservees	maladie de Scheuermann
2683	ListeAnthropologiePathologiesObservees	marque acétabulaire
2684	ListeAnthropologiePathologiesObservees	marque supra-fovéaire
2782	ListeAnthropologiePathologiesObservees	marque surface articulaire
2806	ListeAnthropologiePathologiesObservees	mastoïdite
2734	ListeAnthropologiePathologiesObservees	méningiome
2685	ListeAnthropologiePathologiesObservees	nodule de Schmorl
2735	ListeAnthropologiePathologiesObservees	néoplasie
2700	ListeAnthropologiePathologiesObservees	os odontoïde
2745	ListeAnthropologiePathologiesObservees	ossification des tendons
2686	ListeAnthropologiePathologiesObservees	ostéochondrite cicatricielle
2687	ListeAnthropologiePathologiesObservees	ostéochondrite de croissance
2688	ListeAnthropologiePathologiesObservees	ostéochondrite disséquante
2736	ListeAnthropologiePathologiesObservees	ostéochondrome
2737	ListeAnthropologiePathologiesObservees	ostéome
2738	ListeAnthropologiePathologiesObservees	ostéome ostéoïde
2807	ListeAnthropologiePathologiesObservees	ostéomyélite postraumatique
2689	ListeAnthropologiePathologiesObservees	ostéophyte
2690	ListeAnthropologiePathologiesObservees	ostéophyte marginal
2739	ListeAnthropologiePathologiesObservees	ostéosarcome
2713	ListeAnthropologiePathologiesObservees	parodontite
2701	ListeAnthropologiePathologiesObservees	patella bipartite
2773	ListeAnthropologiePathologiesObservees	patella emarginata
2787	ListeAnthropologiePathologiesObservees	pectus excavatum
2695	ListeAnthropologiePathologiesObservees	persistance de la fontanelle antérieure
918	ListeAnthropologiePathologiesObservees	perte ante-mortem
2793	ListeAnthropologiePathologiesObservees	perte d'émail dentaire
919	ListeAnthropologiePathologiesObservees	perte post-mortem
2714	ListeAnthropologiePathologiesObservees	pigmentation
2746	ListeAnthropologiePathologiesObservees	plaque pleurale
2702	ListeAnthropologiePathologiesObservees	position anatomique anormale
2691	ListeAnthropologiePathologiesObservees	pratique cavalière
2729	ListeAnthropologiePathologiesObservees	périostite
2779	ListeAnthropologiePathologiesObservees	périostite infectieuse
2730	ListeAnthropologiePathologiesObservees	périostose
901	ListeAnthropologiePathologiesObservees	rachitisme – ostéomalacie
902	ListeAnthropologiePathologiesObservees	retard de croissance staturale
903	ListeAnthropologiePathologiesObservees	retard d’éruption dentaire
2704	ListeAnthropologiePathologiesObservees	sacralisation de 1ère coccygienne
2703	ListeAnthropologiePathologiesObservees	sacralisation de L5
2198	ListeAnthropologiePathologiesObservees	scoliose
2696	ListeAnthropologiePathologiesObservees	scorbut
2731	ListeAnthropologiePathologiesObservees	sinusite
2705	ListeAnthropologiePathologiesObservees	spina bifida
2724	ListeAnthropologiePathologiesObservees	spondylarthrite ankylosante
2810	ListeAnthropologiePathologiesObservees	spondylarthropathie
2706	ListeAnthropologiePathologiesObservees	spondylolyse
2199	ListeAnthropologiePathologiesObservees	spondylose
2808	ListeAnthropologiePathologiesObservees	staphylocoque
2692	ListeAnthropologiePathologiesObservees	surface articulaire surnuméraire
2811	ListeAnthropologiePathologiesObservees	syndesmophyte
2804	ListeAnthropologiePathologiesObservees	syndrome de Klippel-Feil
2725	ListeAnthropologiePathologiesObservees	syndrome subacromial
2201	ListeAnthropologiePathologiesObservees	synostose angulaire
2707	ListeAnthropologiePathologiesObservees	synostose incomplète
2780	ListeAnthropologiePathologiesObservees	syphilis
917	ListeAnthropologiePathologiesObservees	tartre
2768	ListeAnthropologiePathologiesObservees	tassement vertébral
909	ListeAnthropologiePathologiesObservees	trépanation
2732	ListeAnthropologiePathologiesObservees	tubercule de Pacchioni
2781	ListeAnthropologiePathologiesObservees	tuberculose
2774	ListeAnthropologiePathologiesObservees	tubérosité deltoïdienne développée
2791	ListeAnthropologiePathologiesObservees	tumeur épicrânienne
922	ListeAnthropologiePathologiesObservees	usure dentaire
2715	ListeAnthropologiePathologiesObservees	usure extra-alimentaire
2679	ListeAnthropologiePathologiesObservees	éburnation
2716	ListeAnthropologiePathologiesObservees	édentation
2697	ListeAnthropologiePathologiesObservees	épaississement cortical
2775	ListeAnthropologiePathologiesObservees	épine enthèsique
963	ListeAnthropologieOrientationSquelette	Est / Ouest
974	ListeAnthropologieOrientationSquelette	Nord / Sud
970	ListeAnthropologieOrientationSquelette	Nord-Est / Sud-Ouest
966	ListeAnthropologieOrientationSquelette	Nord-Nord-Est / Sud-Sud-Ouest
969	ListeAnthropologieOrientationSquelette	Nord-Nord-Ouest / Sud-Sud-Est
964	ListeAnthropologieOrientationSquelette	Nord-Ouest / Sud-Est
967	ListeAnthropologieOrientationSquelette	Ouest / Est
972	ListeAnthropologieOrientationSquelette	Sud / Nord
968	ListeAnthropologieOrientationSquelette	Sud-Est / Nord-Ouest
965	ListeAnthropologieOrientationSquelette	Sud-Ouest / Nord-Est
971	ListeAnthropologieOrientationSquelette	Sud-Sud-Est / Nord-Nord-Ouest
973	ListeAnthropologieOrientationSquelette	Sud-Sud-Ouest / Nord-Nord-Est
1119	ListeEtatSanitaire	critique
1118	ListeEtatSanitaire	instable
1120	ListeEtatSanitaire	stable
165	ListeIncConcentration	abondants
163	ListeIncConcentration	concrétion
168	ListeIncConcentration	diffuse
164	ListeIncConcentration	lamine
161	ListeIncConcentration	nombreux
166	ListeIncConcentration	occasionnels
162	ListeIncConcentration	percolation
167	ListeIncConcentration	rares
853	ListeDocumentObjetLot	lot
852	ListeDocumentObjetLot	objet
851	ListeDocumentObjetLot	ue
957	ListeAnthropologieTypeSepulture	primaire
958	ListeAnthropologieTypeSepulture	réduction
959	ListeAnthropologieTypeSepulture	secondaire
962	ListeAnthropologieTypeInhumation	pleine terre
961	ListeAnthropologieTypeInhumation	tombe construite
960	ListeAnthropologieTypeInhumation	tombe semi-construite
1124	ListeEtatRepresentativite	bonne ( > 70 %)
1123	ListeEtatRepresentativite	mauvaise ( < 40 %)
1125	ListeEtatRepresentativite	moyenne (70 à 40 %)
401	ListeFragment	distal
403	ListeFragment	mésial
402	ListeFragment	proximal
2245	ListeTypeMesureCeramique	diamètre bord
2248	ListeTypeMesureCeramique	diamètre col
2240	ListeTypeMesureCeramique	diamètre fond
2243	ListeTypeMesureCeramique	diamètre panse
2247	ListeTypeMesureCeramique	hauteur col
2242	ListeTypeMesureCeramique	hauteur vase
2246	ListeTypeMesureCeramique	épaisseur col
2241	ListeTypeMesureCeramique	épaisseur fond
2239	ListeTypeMesureCeramique	épaisseur lèvre
2244	ListeTypeMesureCeramique	épaisseur panse
570	ListeTypeMesure	diamètre ext.
572	ListeTypeMesure	diamètre int.
571	ListeTypeMesure	hauteur
566	ListeTypeMesure	largeur
568	ListeTypeMesure	longueur
569	ListeTypeMesure	poids
565	ListeTypeMesure	section max
564	ListeTypeMesure	section min
563	ListeTypeMesure	volume
567	ListeTypeMesure	épaisseur
956	ListeAnthropologieEtatSepulture	sépulture détruite
955	ListeAnthropologieEtatSepulture	sépulture intacte
954	ListeAnthropologieEtatSepulture	sépulture remaniée
882	ListeAnthropologieMethodeAge	degré de minéralisation et éruption dentaire
887	ListeAnthropologieMethodeAge	degré de synostose des sutures crâniennes
888	ListeAnthropologieMethodeAge	degré d’usure des dents
884	ListeAnthropologieMethodeAge	longueur moyenne des os longs
889	ListeAnthropologieMethodeAge	modifications arthrosiques des articulations des membres
883	ListeAnthropologieMethodeAge	ossification crânienne et post-crânienne
886	ListeAnthropologieMethodeAge	stades des faciès symphyseos
885	ListeAnthropologieMethodeAge	synostose épiphyso-diaphysaire des os post-crânien
2954	ListePlanUE	anthropomorphe
233	ListePlanUE	carré
234	ListePlanUE	circulaire
237	ListePlanUE	irrégulier
235	ListePlanUE	ovale
236	ListePlanUE	rectangulaire
238	ListePlanUE	rectiligne
239	ListePlanUE	sinueux
766	ListeDocumentSousTypologie	Arrêtés et PSTI
785	ListeDocumentSousTypologie	Article scientifique
772	ListeDocumentSousTypologie	Carnet de terrain
776	ListeDocumentSousTypologie	Cartographie - Topographie
767	ListeDocumentSousTypologie	Correspondance et compte-rendu de réunion
770	ListeDocumentSousTypologie	DICT
774	ListeDocumentSousTypologie	Dessin de mobilier
786	ListeDocumentSousTypologie	Document grand public
771	ListeDocumentSousTypologie	Documentation aménageur
781	ListeDocumentSousTypologie	Documents
769	ListeDocumentSousTypologie	Gestion de chantier et comptabilité
779	ListeDocumentSousTypologie	Mobilier
768	ListeDocumentSousTypologie	Mouvement des collections
784	ListeDocumentSousTypologie	Notice bsr
775	ListeDocumentSousTypologie	Photographie et audiovisuel
777	ListeDocumentSousTypologie	Radiographies
782	ListeDocumentSousTypologie	Rapport d'études et analyses
783	ListeDocumentSousTypologie	Rapport final d'opération
773	ListeDocumentSousTypologie	Relevé de terrain
778	ListeDocumentSousTypologie	US et relations
927	ListeAnthropologieSexe	femme
925	ListeAnthropologieSexe	homme
926	ListeAnthropologieSexe	indéterminé
1538	ListeArcheozoologieOsPrincipal	atlas
1517	ListeArcheozoologieOsPrincipal	axis
1519	ListeArcheozoologieOsPrincipal	bois
2962	ListeArcheozoologieOsPrincipal	brechet
1603	ListeArcheozoologieOsPrincipal	calcaneus
1637	ListeArcheozoologieOsPrincipal	capitato-trapézoïde
1633	ListeArcheozoologieOsPrincipal	capitatum
2966	ListeArcheozoologieOsPrincipal	carpo-métacarpe
2967	ListeArcheozoologieOsPrincipal	cartilage costal
2961	ListeArcheozoologieOsPrincipal	cheville osseuse
2968	ListeArcheozoologieOsPrincipal	clavicule
2960	ListeArcheozoologieOsPrincipal	cleithrum
1525	ListeArcheozoologieOsPrincipal	coxal
1645	ListeArcheozoologieOsPrincipal	cuboïde
1652	ListeArcheozoologieOsPrincipal	cunéiforme intermédiaire
1634	ListeArcheozoologieOsPrincipal	cunéiforme latéral
1556	ListeArcheozoologieOsPrincipal	cunéiforme médial
1511	ListeArcheozoologieOsPrincipal	côte
1514	ListeArcheozoologieOsPrincipal	dent indéterminée
1547	ListeArcheozoologieOsPrincipal	dent inférieure
1512	ListeArcheozoologieOsPrincipal	dent supérieure
1545	ListeArcheozoologieOsPrincipal	ethmoïde
1541	ListeArcheozoologieOsPrincipal	fibula
2965	ListeArcheozoologieOsPrincipal	furcula
1549	ListeArcheozoologieOsPrincipal	fémur
1554	ListeArcheozoologieOsPrincipal	grand cunéiforme
1596	ListeArcheozoologieOsPrincipal	hamatum
1520	ListeArcheozoologieOsPrincipal	humérus
1611	ListeArcheozoologieOsPrincipal	lunatum
1540	ListeArcheozoologieOsPrincipal	mandibule
1551	ListeArcheozoologieOsPrincipal	maxillaire
1564	ListeArcheozoologieOsPrincipal	métacarpien I
1628	ListeArcheozoologieOsPrincipal	métacarpien II
1642	ListeArcheozoologieOsPrincipal	métacarpien III
1575	ListeArcheozoologieOsPrincipal	métacarpien III-IV
1649	ListeArcheozoologieOsPrincipal	métacarpien IV
1562	ListeArcheozoologieOsPrincipal	métacarpien V
2912	ListeArcheozoologieOsPrincipal	métacarpien indéterminé
1546	ListeArcheozoologieOsPrincipal	métapode
1570	ListeArcheozoologieOsPrincipal	métatarsien I
1620	ListeArcheozoologieOsPrincipal	métatarsien II
1565	ListeArcheozoologieOsPrincipal	métatarsien III
1643	ListeArcheozoologieOsPrincipal	métatarsien III-IV
1621	ListeArcheozoologieOsPrincipal	métatarsien IV
1568	ListeArcheozoologieOsPrincipal	métatarsien V
2910	ListeArcheozoologieOsPrincipal	métatarsien indéterminé
1629	ListeArcheozoologieOsPrincipal	naviculaire
1572	ListeArcheozoologieOsPrincipal	naviculo-cuboïde
2969	ListeArcheozoologieOsPrincipal	os carré
2935	ListeArcheozoologieOsPrincipal	os coracoïde
2970	ListeArcheozoologieOsPrincipal	os court
2963	ListeArcheozoologieOsPrincipal	os dentaire
1516	ListeArcheozoologieOsPrincipal	os frontal
1653	ListeArcheozoologieOsPrincipal	os grands sésamoïdes
1521	ListeArcheozoologieOsPrincipal	os hyoïde
1543	ListeArcheozoologieOsPrincipal	os incisif
2959	ListeArcheozoologieOsPrincipal	os jugal
1522	ListeArcheozoologieOsPrincipal	os lacrymal
2831	ListeArcheozoologieOsPrincipal	os long
1537	ListeArcheozoologieOsPrincipal	os malléolaire
1526	ListeArcheozoologieOsPrincipal	os nasal
1515	ListeArcheozoologieOsPrincipal	os occipital
1510	ListeArcheozoologieOsPrincipal	os palatin
1532	ListeArcheozoologieOsPrincipal	os pariétal
1555	ListeArcheozoologieOsPrincipal	os petits sésamoïdes
2971	ListeArcheozoologieOsPrincipal	os plat
1533	ListeArcheozoologieOsPrincipal	os pénien
2964	ListeArcheozoologieOsPrincipal	os quadratojugal
2972	ListeArcheozoologieOsPrincipal	os quadratum
2974	ListeArcheozoologieOsPrincipal	os squamosal
2973	ListeArcheozoologieOsPrincipal	os sésamoïde
1544	ListeArcheozoologieOsPrincipal	os temporal
1529	ListeArcheozoologieOsPrincipal	os zygomatique
1536	ListeArcheozoologieOsPrincipal	patella
1646	ListeArcheozoologieOsPrincipal	petit cunéiforme
1618	ListeArcheozoologieOsPrincipal	phalange distale
2911	ListeArcheozoologieOsPrincipal	phalange indéterminé
1590	ListeArcheozoologieOsPrincipal	phalange intermédiaire
1577	ListeArcheozoologieOsPrincipal	phalange proximale
1632	ListeArcheozoologieOsPrincipal	pisiforme
2975	ListeArcheozoologieOsPrincipal	pygostyle
1626	ListeArcheozoologieOsPrincipal	pyramidal
2976	ListeArcheozoologieOsPrincipal	radio-ulna
1552	ListeArcheozoologieOsPrincipal	radius
1539	ListeArcheozoologieOsPrincipal	sacrum
1600	ListeArcheozoologieOsPrincipal	scapho-lunatum
1566	ListeArcheozoologieOsPrincipal	scaphoïde
1527	ListeArcheozoologieOsPrincipal	scapula
1548	ListeArcheozoologieOsPrincipal	sphénoïde
1542	ListeArcheozoologieOsPrincipal	sternum
2977	ListeArcheozoologieOsPrincipal	synsacrum
1592	ListeArcheozoologieOsPrincipal	sésamoïde métatarsien
1595	ListeArcheozoologieOsPrincipal	talus
2978	ListeArcheozoologieOsPrincipal	tarso-métatarse
1530	ListeArcheozoologieOsPrincipal	tibia
2979	ListeArcheozoologieOsPrincipal	tibio-fibula
2980	ListeArcheozoologieOsPrincipal	tibio-tarse
1578	ListeArcheozoologieOsPrincipal	trapèze
1647	ListeArcheozoologieOsPrincipal	trapézoïde
1531	ListeArcheozoologieOsPrincipal	ulna
2981	ListeArcheozoologieOsPrincipal	urostyle
1524	ListeArcheozoologieOsPrincipal	vertèbre cervicale
1523	ListeArcheozoologieOsPrincipal	vertèbre coccygienne
1518	ListeArcheozoologieOsPrincipal	vertèbre indéterminée
1550	ListeArcheozoologieOsPrincipal	vertèbre lombaire
1513	ListeArcheozoologieOsPrincipal	vertèbre thoracique
1534	ListeArcheozoologieOsPrincipal	vomer
1046	ListeAnthropologieCodification	0
1045	ListeAnthropologieCodification	1
1048	ListeAnthropologieCodification	2
1047	ListeAnthropologieCodification	3
1050	ListeAnthropologieCodification	4
1049	ListeAnthropologieCodification	5
1041	ListeAnthropologieCodification	I
1040	ListeAnthropologieCodification	II
1052	ListeAnthropologieCodification	III
1044	ListeAnthropologieCodification	IV
1051	ListeAnthropologieCodification	V
1042	ListeAnthropologieCodification	VI
1043	ListeAnthropologieCodification	VII
1136	ListeAnthropologieRegionAnatomique	Bloc crânien
1138	ListeAnthropologieRegionAnatomique	Ceinture pelvienne
1139	ListeAnthropologieRegionAnatomique	Ceinture scapulaire
1141	ListeAnthropologieRegionAnatomique	Dentition
1135	ListeAnthropologieRegionAnatomique	Membre inférieur
1137	ListeAnthropologieRegionAnatomique	Membre supérieur
1134	ListeAnthropologieRegionAnatomique	Rachis
1140	ListeAnthropologieRegionAnatomique	Thorax
170	ListeIncTaille	gros fragments
172	ListeIncTaille	micro-nodules
169	ListeIncTaille	moellons
171	ListeIncTaille	nodules
174	ListeIncTaille	petits fragments
173	ListeIncTaille	éclats
533	ListeLateralisation	droit
532	ListeLateralisation	gauche
534	ListeLateralisation	indéterminée
1129	ListeStatutJuridique	affectation
1126	ListeStatutJuridique	dépôt
1130	ListeStatutJuridique	en cours
1128	ListeStatutJuridique	prêt
1131	ListeStatutJuridique	transfert de propriété L. 3112-1 du CG3P
1127	ListeStatutJuridique	transfert de propriété L. 523-14 alinéa 3 du CP
877	ListeAnthropologieAge	adolescent
879	ListeAnthropologieAge	adulte
876	ListeAnthropologieAge	fœtus
881	ListeAnthropologieAge	immature
880	ListeAnthropologieAge	indéterminé
878	ListeAnthropologieAge	périnatal
697	ListeRegieNiveau1	prêt
696	ListeRegieNiveau1	stockage
698	ListeRegieNiveau1	traitement
871	ListeDocumentSujetPrincipal	ambiance
874	ListeDocumentSujetPrincipal	ensemble
869	ListeDocumentSujetPrincipal	environnement
870	ListeDocumentSujetPrincipal	géoarchéologie
873	ListeDocumentSujetPrincipal	indéterminé
872	ListeDocumentSujetPrincipal	mobilier
875	ListeDocumentSujetPrincipal	structure
897	ListeAnthropologiePathologies	articulaire
2204	ListeAnthropologiePathologies	calcification biologique
890	ListeAnthropologiePathologies	carentielle et de stress
894	ListeAnthropologiePathologies	congénitale
895	ListeAnthropologiePathologies	dentaire
896	ListeAnthropologiePathologies	dégénérative
891	ListeAnthropologiePathologies	infectieuse
2727	ListeAnthropologiePathologies	inflammatoire
892	ListeAnthropologiePathologies	musculaire et ligamentaire
893	ListeAnthropologiePathologies	traumatique
2726	ListeAnthropologiePathologies	tumorale
3067	ListeEspece	Elan
3063	ListeEspece	Eléphant
3064	ListeEspece	Eléphant antique
3065	ListeEspece	Mastodonte
3066	ListeEspece	Rhinocéros
2982	ListeEspece	amphibien
2984	ListeEspece	anguille
1875	ListeEspece	auroch
2986	ListeEspece	barge à queue noire
1837	ListeEspece	batracien
2989	ListeEspece	belette
2990	ListeEspece	blaireau
555	ListeEspece	bovidé
2991	ListeEspece	brochet
2992	ListeEspece	buse
2988	ListeEspece	bécasse
552	ListeEspece	bœuf
2993	ListeEspece	campagnol
538	ListeEspece	canard
2994	ListeEspece	canard chipeau
2995	ListeEspece	canard colvert
2996	ListeEspece	canard pilet
2997	ListeEspece	canard sauvage
541	ListeEspece	canidé
551	ListeEspece	capriné
2998	ListeEspece	carnivore
2999	ListeEspece	carpe
3000	ListeEspece	castor
554	ListeEspece	cerf
540	ListeEspece	cervidé
539	ListeEspece	chat
3001	ListeEspece	chat sauvage
537	ListeEspece	cheval
549	ListeEspece	chevreuil
3002	ListeEspece	chevêche
561	ListeEspece	chien
3003	ListeEspece	choucas
556	ListeEspece	chèvre
3004	ListeEspece	cigogne
3005	ListeEspece	cistude
559	ListeEspece	coq
1827	ListeEspece	coque
3006	ListeEspece	corneille
3007	ListeEspece	corvidés
3008	ListeEspece	crapaud
3009	ListeEspece	cygne
3010	ListeEspece	cygne tuberculé
535	ListeEspece	daim
3014	ListeEspece	fouine
3015	ListeEspece	foulque
3016	ListeEspece	freux
548	ListeEspece	félidé
3017	ListeEspece	geai
3018	ListeEspece	goëland brun
3019	ListeEspece	goëland marin
3020	ListeEspece	grand corbeau
553	ListeEspece	grand herbivore
3021	ListeEspece	grand ruminant
3022	ListeEspece	grenouille verte
3023	ListeEspece	grive
3024	ListeEspece	grue
3025	ListeEspece	harle bièvre
3026	ListeEspece	harle huppé
3028	ListeEspece	hermine
3062	ListeEspece	hippopotame
2937	ListeEspece	huître
3027	ListeEspece	hérisson
3029	ListeEspece	héron
550	ListeEspece	indéterminé
560	ListeEspece	lapin
543	ListeEspece	lièvre
3030	ListeEspece	loup
3031	ListeEspece	loutre
3032	ListeEspece	lynx
3033	ListeEspece	mammifère
3061	ListeEspece	mammouth
3034	ListeEspece	martre
3035	ListeEspece	merle
3036	ListeEspece	micromammifère
3037	ListeEspece	morue
3038	ListeEspece	mouette rieuse
1835	ListeEspece	moule
558	ListeEspece	mouton
544	ListeEspece	mustélidé
546	ListeEspece	oie
3039	ListeEspece	oie cendrée
557	ListeEspece	oiseau
3040	ListeEspece	ongulé
1836	ListeEspece	ours
3041	ListeEspece	ours brun
3042	ListeEspece	perche
3043	ListeEspece	perdrix grise
3044	ListeEspece	petit mammifère
3045	ListeEspece	petit ruminant
3046	ListeEspece	pigeon
3047	ListeEspece	pigeon ramier
3048	ListeEspece	pluvier doré
2213	ListeEspece	poisson
536	ListeEspece	porc
3049	ListeEspece	poule
3050	ListeEspece	putois
3051	ListeEspece	pygargue
3053	ListeEspece	rat
3054	ListeEspece	renard
547	ListeEspece	rongeur
3052	ListeEspece	râle d'eau
542	ListeEspece	sanglier
3055	ListeEspece	saumon
3056	ListeEspece	souris
545	ListeEspece	suidé
3057	ListeEspece	sus/cervus
3058	ListeEspece	tanche
3059	ListeEspece	taupe
3060	ListeEspece	truite
1826	ListeEspece	âne
3011	ListeEspece	écureuil
3012	ListeEspece	épervier
562	ListeEspece	équidé
3013	ListeEspece	équidé
1009	ListeAnthropologieContenant	aucun
1006	ListeAnthropologieContenant	cercueil
1003	ListeAnthropologieContenant	coffrage
1010	ListeAnthropologieContenant	linceul
1004	ListeAnthropologieContenant	maçonnerie
1005	ListeAnthropologieContenant	plancher/brancard
1007	ListeAnthropologieContenant	sarcophage
1008	ListeAnthropologieContenant	vêtement
1911	ListeInterpretationUE	aire de chauffe
1454	ListeInterpretationUE	alandier
2944	ListeInterpretationUE	anomalie naturelle
1926	ListeInterpretationUE	apprêt de sol / remblai de préparation
1928	ListeInterpretationUE	arase
1908	ListeInterpretationUE	arrachage
284	ListeInterpretationUE	avant trou
1903	ListeInterpretationUE	bitumée
1929	ListeInterpretationUE	blocage
240	ListeInterpretationUE	bâtiment excavé
1895	ListeInterpretationUE	béton de tuileau
259	ListeInterpretationUE	canalisation
1914	ListeInterpretationUE	carneau
273	ListeInterpretationUE	carottage
1900	ListeInterpretationUE	casson
241	ListeInterpretationUE	cellier
1842	ListeInterpretationUE	cercueil
1854	ListeInterpretationUE	cercueil ou coffrage
242	ListeInterpretationUE	chablis
1913	ListeInterpretationUE	chambre de chauffe
1922	ListeInterpretationUE	chape de mortier
1843	ListeInterpretationUE	coffrage
269	ListeInterpretationUE	coupe
1896	ListeInterpretationUE	craie damée
1897	ListeInterpretationUE	dallage
1841	ListeInterpretationUE	de la tombe inhumation
254	ListeInterpretationUE	drainage
1840	ListeInterpretationUE	du contenant funéraire
253	ListeInterpretationUE	défense
1925	ListeInterpretationUE	démolition
243	ListeInterpretationUE	dépotoir
1917	ListeInterpretationUE	dôme
1909	ListeInterpretationUE	empreinte
282	ListeInterpretationUE	empreinte avec avant-trou
283	ListeInterpretationUE	empreinte sans avant-trou
1904	ListeInterpretationUE	en cassons
1906	ListeInterpretationUE	en craie damée
1905	ListeInterpretationUE	en rognons
266	ListeInterpretationUE	encaissant
255	ListeInterpretationUE	enclos
1450	ListeInterpretationUE	extraction
244	ListeInterpretationUE	fond de cabane
257	ListeInterpretationUE	fondation
261	ListeInterpretationUE	fondation et élévation
258	ListeInterpretationUE	fondation fantôme
245	ListeInterpretationUE	fosse
246	ListeInterpretationUE	fosse à gravats
2922	ListeInterpretationUE	foyer
275	ListeInterpretationUE	incendie
247	ListeInterpretationUE	indéterminé
1916	ListeInterpretationUE	laboratoire
1451	ListeInterpretationUE	languette
248	ListeInterpretationUE	latrines
1844	ListeInterpretationUE	linceul
1920	ListeInterpretationUE	lit de pose
1923	ListeInterpretationUE	matériaux
262	ListeInterpretationUE	maçonnerie
1898	ListeInterpretationUE	mosaïque
256	ListeInterpretationUE	parcellaire
1899	ListeInterpretationUE	pavage
1902	ListeInterpretationUE	pavée
1930	ListeInterpretationUE	pillage/récupération
1921	ListeInterpretationUE	placage (mortier, maçonnerie, etc.)
1846	ListeInterpretationUE	plancher/brancard
1910	ListeInterpretationUE	présent
249	ListeInterpretationUE	puits
1901	ListeInterpretationUE	rognons de silex
263	ListeInterpretationUE	sablière
1847	ListeInterpretationUE	sarcophage
250	ListeInterpretationUE	silo
1915	ListeInterpretationUE	sole
264	ListeInterpretationUE	solin
268	ListeInterpretationUE	structure
265	ListeInterpretationUE	terre végétale
251	ListeInterpretationUE	tombe - incinération
252	ListeInterpretationUE	tombe - inhumation
270	ListeInterpretationUE	tranchée
274	ListeInterpretationUE	trou de bombe
1848	ListeInterpretationUE	vêtement
260	ListeInterpretationUE	élévation
1002	ListeAnthropologieEspaceInhumation	colmatage différé
999	ListeAnthropologieEspaceInhumation	colmatage progressif
1000	ListeAnthropologieEspaceInhumation	colmaté
998	ListeAnthropologieEspaceInhumation	indéterminé
1001	ListeAnthropologieEspaceInhumation	vide
1062	ListeAnthropologieTypeConnexion	atlas-axis
1073	ListeAnthropologieTypeConnexion	carpe droit
1056	ListeAnthropologieTypeConnexion	carpe gauche
1074	ListeAnthropologieTypeConnexion	cervicales
1066	ListeAnthropologieTypeConnexion	coude droit
1061	ListeAnthropologieTypeConnexion	coude gauche
1067	ListeAnthropologieTypeConnexion	coxo-fémorale droit
1069	ListeAnthropologieTypeConnexion	coxo-fémorale gauche
1076	ListeAnthropologieTypeConnexion	crâne-atlas
1059	ListeAnthropologieTypeConnexion	crâne-mandibule
1071	ListeAnthropologieTypeConnexion	genou droit
1055	ListeAnthropologieTypeConnexion	genou gauche
1057	ListeAnthropologieTypeConnexion	lombaires
1075	ListeAnthropologieTypeConnexion	métacarpe droit
1070	ListeAnthropologieTypeConnexion	métacarpe gauche
1065	ListeAnthropologieTypeConnexion	métatarse droit
1063	ListeAnthropologieTypeConnexion	métatarse gauche
1064	ListeAnthropologieTypeConnexion	sacro-coccygiennes
1058	ListeAnthropologieTypeConnexion	scapulo-humérale droite
1068	ListeAnthropologieTypeConnexion	scapulo-humérale gauche
1053	ListeAnthropologieTypeConnexion	tarse droit
1054	ListeAnthropologieTypeConnexion	tarse gauche
1060	ListeAnthropologieTypeConnexion	thoraciques
1072	ListeAnthropologieTypeConnexion	thorax
1509	ListeArcheozoologieEpiphysation	jeune épiphysé
1508	ListeArcheozoologieEpiphysation	non épiphysé
1507	ListeArcheozoologieEpiphysation	épiphysé
701	ListeRegieNiveau2	destructif
699	ListeRegieNiveau2	exposition
702	ListeRegieNiveau2	non destructif
705	ListeRegieNiveau2	rejet
706	ListeRegieNiveau2	réenfouissement
704	ListeRegieNiveau2	stockage définitif
703	ListeRegieNiveau2	stockage provisoire
700	ListeRegieNiveau2	étude
158	ListeHomogeinite	homogène
